x,y,pass_end_x,pass_end_y,pass_angle,pass_length,pass_technique,pass_type,play_pattern,under_pressure,possession_team_id,shot_statsbomb_xg_y
102.8,42.6,106.7,42.0,-0.15264933,3.945884,Normal,Open Play,From Throw In,False,175,0.12004917
120.0,0.1,114.0,35.6,1.7382281,36.00347,Outswinging,Corner,From Corner,False,173,0.13139474
73.3,71.1,85.2,69.7,-0.11710875,11.98207,Normal,Open Play,From Goal Kick,False,175,0.028778968
109.5,22.6,109.5,30.0,1.5707964,7.4,Normal,Open Play,Regular Play,False,173,0.06379814
95.0,37.1,92.6,37.5,2.976444,2.433105,Normal,Open Play,From Throw In,True,173,0.07069912
99.0,54.9,109.9,58.7,0.33544832,11.543396,Normal,Open Play,From Goal Kick,False,175,0.07792798
78.1,61.5,106.7,37.2,-0.70429105,37.529324,Normal,Free Kick,From Free Kick,False,175,0.02864366
120.0,0.1,112.3,37.3,1.7749032,37.988552,Outswinging,Corner,From Corner,False,173,0.0851857
107.3,58.7,102.4,44.8,-1.9097126,14.738385,Normal,Open Play,From Keeper,False,175,0.07264021
68.5,23.7,74.9,51.9,1.3476263,28.917124,Normal,Open Play,Regular Play,True,175,0.006276097
120.0,80.0,110.5,43.9,-1.82812,37.32908,Outswinging,Corner,From Corner,False,175,0.05116813
92.9,34.6,101.0,28.0,-0.6837093,10.448445,Normal,Open Play,From Free Kick,False,176,0.37015852
105.9,10.6,108.0,40.4,1.5004429,29.873901,Normal,Open Play,From Throw In,False,176,0.084536664
87.3,53.6,80.9,39.3,-1.991613,15.666844,Normal,Open Play,Regular Play,True,179,0.006298363
86.7,37.4,81.1,35.0,-2.7367008,6.0926185,Normal,Open Play,Regular Play,False,179,0.020977667
104.4,76.3,111.1,29.0,-1.4300834,47.772167,Normal,Open Play,From Throw In,False,176,0.43944362
86.7,35.9,113.2,26.3,-0.34755853,28.18528,Through Ball,Open Play,Regular Play,False,176,0.10546354
91.6,64.5,109.3,39.3,-0.9584742,30.794968,Normal,Open Play,Regular Play,True,179,0.07216841
111.9,60.7,105.9,36.1,-1.810028,25.321136,Normal,Open Play,From Kick Off,False,176,0.15656315
120.0,80.0,107.8,36.6,-1.8448303,45.082146,Outswinging,Corner,From Corner,False,176,0.036310773
120.0,80.0,100.4,47.6,-2.114839,37.867138,Normal,Corner,From Corner,False,176,0.042467188
103.7,58.6,109.3,46.8,-1.1276938,13.061394,Normal,Recovery,From Free Kick,False,176,0.06446681
120.0,0.1,112.9,48.7,1.7158606,49.115883,Inswinging,Corner,From Corner,False,176,0.04234532
86.2,42.3,87.4,32.4,-1.4501727,9.972462,Normal,Open Play,From Free Kick,False,179,0.02043002
120.0,80.0,109.5,42.8,-1.8458977,38.65346,Outswinging,Corner,From Corner,False,176,0.045516606
105.1,23.9,116.8,26.2,0.1941061,11.923925,Through Ball,Open Play,From Free Kick,False,176,0.03849171
68.7,52.6,113.4,59.2,0.14659186,45.18462,Through Ball,Open Play,From Goal Kick,False,176,0.011013535
75.6,15.6,75.0,54.1,1.5863795,38.504677,Normal,Open Play,From Throw In,False,179,0.0054733115
91.0,30.8,101.8,26.9,-0.34653887,11.482595,Normal,Open Play,From Free Kick,True,179,0.047827817
103.1,42.9,96.1,44.5,2.9168816,7.180529,Normal,Open Play,From Throw In,False,174,0.036058437
115.5,18.8,112.2,32.1,1.8140051,13.703284,Normal,Open Play,From Corner,False,172,0.052499555
106.0,23.1,109.9,51.9,1.4361984,29.062862,Normal,Open Play,From Throw In,False,172,0.06908957
97.1,55.3,104.6,48.7,-0.72165483,9.990496,Normal,Open Play,From Throw In,False,174,0.058016162
82.2,10.7,93.4,8.7,-0.17670886,11.377171,Normal,Open Play,From Throw In,False,172,0.011574439
54.8,43.8,103.0,71.1,0.5153396,55.394314,Normal,Open Play,From Free Kick,False,172,0.015956037
89.6,64.3,105.5,28.8,-1.1497006,38.89807,Normal,Open Play,From Free Kick,False,172,0.07385125
64.7,0.1,105.5,16.9,0.39060703,44.123463,Normal,Throw-in,From Throw In,False,172,0.3155939
105.9,58.7,112.1,39.2,-1.2629552,20.461916,Through Ball,Open Play,Regular Play,False,172,0.5038443
114.1,12.2,117.1,35.3,1.4416491,23.293991,Normal,Open Play,From Throw In,False,174,0.1774749
90.8,76.6,102.0,33.5,-1.3165587,44.53145,Normal,Open Play,Regular Play,True,184,0.03305453
90.0,2.4,105.6,31.1,1.0729156,32.66573,Normal,Free Kick,From Free Kick,False,904,0.04061961
72.0,50.8,85.9,24.8,-1.0798414,29.482368,Normal,Open Play,From Throw In,True,904,0.047743145
79.7,37.2,111.0,31.9,-0.167738,31.74555,Normal,Free Kick,From Free Kick,False,904,0.064249754
98.4,1.5,107.7,30.0,1.2553748,29.978992,Normal,Open Play,From Throw In,True,184,0.05102482
120.0,80.0,109.2,37.4,-1.8190862,43.947697,Outswinging,Corner,From Corner,False,904,0.08198217
90.2,21.5,96.7,19.8,-0.25580856,6.718631,Normal,Open Play,Regular Play,True,904,0.021787984
88.7,15.2,108.0,36.2,0.8275568,28.521746,Normal,Open Play,From Kick Off,False,184,0.0798341
80.2,74.5,104.4,40.1,-0.95773304,42.059483,Normal,Free Kick,From Free Kick,False,184,0.038707618
66.4,3.8,76.6,3.4,-0.0391956,10.20784,Normal,Open Play,From Counter,True,904,0.022749677
91.6,30.5,101.2,26.7,-0.37690926,10.324728,Normal,Open Play,From Counter,False,178,0.124039926
96.3,20.0,106.6,24.3,0.3954803,11.161541,Normal,Open Play,Regular Play,False,185,0.07382506
92.9,58.3,117.1,54.9,-0.13958225,24.437675,Normal,Open Play,Regular Play,False,185,0.010998586
120.0,80.0,114.1,41.7,-1.7236419,38.751774,Outswinging,Corner,From Corner,False,185,0.21151462
115.3,22.2,110.2,44.4,1.796608,22.778278,Normal,Recovery,Regular Play,False,178,0.57167035
80.3,40.8,102.3,49.2,0.36473483,23.549097,Normal,Recovery,Regular Play,False,178,0.018736763
62.3,38.4,82.0,59.4,0.81732833,28.793922,Normal,Open Play,Regular Play,True,178,0.011660718
89.0,68.0,100.6,26.7,-1.2969795,42.898136,Normal,Open Play,From Throw In,False,178,0.07292247
84.8,16.8,79.8,23.9,2.1843524,8.683893,Normal,Open Play,From Throw In,True,178,0.02317466
101.9,38.5,108.1,30.3,-0.9234042,10.280078,Normal,Recovery,From Free Kick,False,185,0.054674283
102.3,51.3,101.7,40.1,-1.6243166,11.21606,Normal,Recovery,From Corner,False,185,0.062288105
114.5,53.6,102.0,59.0,2.7338078,13.616534,Normal,Open Play,From Free Kick,False,185,0.009250984
94.8,47.4,93.5,49.6,2.1045046,2.5553865,Normal,Open Play,From Free Kick,False,178,0.024178674
96.1,9.4,108.0,33.2,1.1071488,26.60921,Normal,Free Kick,From Free Kick,False,185,0.075597964
89.0,50.6,111.6,52.2,0.07067853,22.656567,Through Ball,Open Play,From Goal Kick,False,178,0.12497256
99.9,78.2,113.8,43.0,-1.194706,37.845078,Normal,Free Kick,From Free Kick,False,185,0.21792792
83.8,49.6,85.8,66.6,1.4536875,17.117243,Normal,Open Play,From Goal Kick,True,186,0.0064292937
65.7,28.6,95.1,63.9,0.87633675,45.939632,Normal,Open Play,Regular Play,False,904,0.013161938
120.0,80.0,107.7,37.0,-1.8494031,44.7246,Outswinging,Corner,From Corner,False,904,0.038362026
110.6,7.2,114.8,48.0,1.4682164,41.015606,Normal,Free Kick,From Free Kick,False,186,0.06750796
103.9,6.5,112.7,34.3,1.2642289,29.159561,Normal,Open Play,From Free Kick,False,186,0.05252802
89.0,49.4,100.3,57.8,0.6392398,14.080128,Normal,Recovery,Regular Play,False,904,0.009473271
78.3,62.3,94.6,22.7,-1.1803163,42.823475,Normal,Open Play,Regular Play,False,186,0.026783554
120.0,80.0,109.2,34.1,-1.801887,47.153473,Outswinging,Corner,From Corner,False,186,0.060620565
120.0,80.0,114.9,31.0,-1.6745045,49.264694,Outswinging,Corner,From Corner,False,186,0.047954794
80.9,25.4,85.7,38.0,1.2068174,13.483323,Normal,Open Play,From Free Kick,True,186,0.02586698
120.0,0.1,111.9,47.9,1.7386578,48.48144,Outswinging,Corner,From Corner,False,186,0.037912782
92.6,74.1,112.8,29.9,-1.1421252,48.59712,Normal,Open Play,From Throw In,False,186,0.073788166
86.1,19.7,87.3,32.7,1.4787495,13.055267,Normal,Open Play,From Throw In,False,186,0.07911465
111.9,2.9,106.7,45.9,1.6911422,43.31328,Normal,Open Play,From Throw In,False,186,0.08164376
92.2,69.2,107.5,42.7,-1.0471914,30.599672,Normal,Free Kick,From Free Kick,False,186,0.03329158
105.7,26.9,111.3,50.3,1.3358979,24.060757,Normal,Open Play,Regular Play,False,904,0.21342061
110.2,8.7,90.9,18.0,2.6925578,21.423819,Normal,Open Play,From Corner,True,904,0.007743946
64.8,14.3,93.0,14.7,0.014183446,28.202837,Normal,Open Play,From Corner,False,186,0.05362877
100.2,15.7,109.7,42.6,1.2313093,28.528233,Normal,Open Play,From Free Kick,False,180,0.08615531
107.9,58.0,103.6,51.8,-2.177179,7.545197,Normal,Open Play,From Free Kick,False,180,0.0871375
90.4,68.6,92.6,60.3,-1.3116943,8.586617,Normal,Open Play,From Throw In,True,181,0.010065555
97.1,18.6,90.0,25.3,2.385172,9.762172,Normal,Open Play,From Goal Kick,True,180,0.019853095
72.5,12.1,107.3,53.1,0.86701065,53.77769,Normal,Open Play,Regular Play,False,180,0.023048637
68.7,64.1,94.2,64.8,0.027444089,25.509605,Normal,Open Play,Regular Play,True,181,0.013396958
120.0,80.0,109.5,35.3,-1.8015128,45.916664,Outswinging,Corner,From Corner,False,181,0.048208363
107.3,55.2,98.2,49.4,-2.5741527,10.7912,Normal,Open Play,From Throw In,False,181,0.035255753
98.9,8.1,101.7,22.6,1.3800408,14.767871,Normal,Open Play,From Corner,True,180,0.040391684
111.9,56.2,110.3,44.3,-1.7044486,12.007081,Normal,Open Play,From Free Kick,False,180,0.39665225
50.3,27.9,100.4,34.8,0.13686354,50.572918,Normal,Recovery,From Free Kick,False,180,0.14643414
117.8,13.3,108.5,37.8,1.9335866,26.205725,Normal,Open Play,From Throw In,True,181,0.14211418
73.0,29.0,98.7,19.8,-0.34376323,27.29707,Normal,Open Play,From Throw In,False,185,0.034664582
117.7,22.2,111.5,29.6,2.268187,9.654015,Normal,Open Play,Regular Play,True,189,0.15688998
120.0,80.0,111.6,44.4,-1.8025131,36.577587,Outswinging,Corner,From Corner,False,189,0.06123944
89.3,49.8,103.6,41.4,-0.5311126,16.584631,Normal,Open Play,Regular Play,False,189,0.068199955
115.0,52.0,108.2,57.3,2.4795322,8.621485,Normal,Recovery,Regular Play,False,189,0.020210553
99.1,67.1,111.2,58.3,-0.6287963,14.961617,Normal,Open Play,From Counter,False,185,0.0096228495
93.1,25.3,106.0,49.2,1.0758574,27.15916,Normal,Open Play,From Throw In,False,189,0.24119604
104.0,75.9,105.3,36.5,-1.5378134,39.42144,Normal,Open Play,From Throw In,False,189,0.05486381
107.7,73.9,113.1,47.5,-1.3690339,26.946613,Normal,Open Play,From Throw In,False,189,0.15442343
114.5,77.4,109.2,36.7,-1.7002888,41.043636,Normal,Open Play,From Throw In,False,185,0.048729748
112.1,32.5,115.7,38.7,1.04473,7.169379,Normal,Open Play,From Throw In,True,185,0.22258128
105.4,9.1,113.4,37.0,1.2915502,29.0243,Normal,Free Kick,From Free Kick,False,174,0.111440286
119.5,57.3,113.7,44.4,-1.9933279,14.143904,Normal,Open Play,Regular Play,False,169,0.10179155
81.4,5.5,104.1,33.2,0.884281,35.813126,Normal,Free Kick,From Free Kick,False,174,0.06375006
111.2,45.4,106.4,42.3,-2.5681522,5.714018,Normal,Open Play,From Throw In,True,169,0.07098667
60.0,6.1,110.6,25.6,0.36783582,54.22739,Normal,Open Play,From Throw In,False,169,0.059046682
120.0,0.1,113.5,40.4,1.7307094,40.820827,Outswinging,Corner,From Corner,False,174,0.10483074
120.0,80.0,109.4,40.8,-1.8348886,40.60788,Outswinging,Corner,From Corner,False,169,0.09513681
107.0,21.5,98.2,25.4,2.7244232,9.625487,Normal,Open Play,Regular Play,False,169,0.037443068
85.2,22.4,93.5,43.8,1.2008073,22.953213,Normal,Open Play,From Goal Kick,False,169,0.023251707
113.6,64.4,111.6,43.5,-1.6661996,20.995476,Normal,Open Play,Regular Play,False,169,0.071767345
83.3,14.0,107.4,45.9,0.9237935,39.980244,Normal,Free Kick,From Free Kick,False,174,0.019487798
116.7,19.8,98.4,26.5,2.7906296,19.487946,Normal,Open Play,From Throw In,False,169,0.04629858
68.7,71.9,98.4,19.9,-1.0518574,59.883972,Normal,Open Play,From Corner,False,174,0.021698123
92.4,24.5,96.8,12.4,-1.2220253,12.87517,Normal,Recovery,Regular Play,True,169,0.0100807035
120.0,80.0,112.8,36.3,-1.734089,44.28916,Outswinging,Corner,From Corner,False,176,0.073996514
110.0,42.1,115.8,37.3,-0.6913369,7.528612,Normal,Recovery,From Corner,True,176,0.23485376
110.0,58.6,98.3,66.8,2.5302932,14.287407,Normal,Open Play,From Throw In,True,176,0.009674661
100.4,35.6,96.4,29.6,-2.158799,7.2111025,Normal,Open Play,From Free Kick,True,176,0.03420044
77.6,5.8,86.4,25.9,1.1581249,21.941969,Normal,Open Play,From Goal Kick,False,176,0.024822555
92.2,67.2,112.2,30.3,-1.0741117,41.97154,Normal,Free Kick,From Free Kick,False,176,0.023795398
68.1,61.1,89.5,64.6,0.16211608,21.684326,Normal,Open Play,From Throw In,False,176,0.06971806
103.7,75.3,94.2,60.5,-2.1414504,17.586643,Normal,Open Play,From Throw In,False,176,0.023607459
98.6,46.8,105.8,57.1,0.96072227,12.56702,Normal,Open Play,Regular Play,True,172,0.047083825
120.0,80.0,109.5,39.8,-1.8262825,41.548645,Outswinging,Corner,From Corner,False,176,0.04646308
95.5,30.9,95.3,60.3,1.5775989,29.40068,Normal,Open Play,From Throw In,True,176,0.026446683
120.0,80.0,112.7,45.1,-1.7769926,35.655293,Outswinging,Corner,From Corner,False,176,0.06851692
85.6,61.0,100.7,65.3,0.27742478,15.700318,Normal,Open Play,Regular Play,False,172,0.036707442
96.7,54.3,109.6,35.2,-0.97677696,23.04821,Normal,Open Play,From Kick Off,False,176,0.07520585
120.0,80.0,111.1,40.7,-1.7935029,40.295162,Outswinging,Corner,From Corner,False,176,0.06938283
76.0,24.7,95.5,58.1,1.0423497,38.6757,Normal,Open Play,Regular Play,False,179,0.054356754
120.0,0.1,111.3,34.0,1.822012,34.998573,Inswinging,Corner,From Corner,False,177,0.060875155
107.8,54.4,104.9,45.5,-1.8857902,9.360556,Normal,Open Play,From Throw In,False,179,0.05838604
102.3,80.0,111.4,57.7,-1.1833509,24.085266,Normal,Throw-in,From Throw In,False,177,0.06408866
60.8,26.5,104.3,54.0,0.5637486,51.46358,Normal,Open Play,From Counter,False,177,0.036275927
60.9,36.3,79.0,5.0,-1.0465045,36.156605,Normal,Open Play,Regular Play,False,179,0.02461448
120.0,0.1,110.4,34.6,1.8421916,35.810753,Outswinging,Corner,From Corner,False,179,0.044667967
94.4,51.7,90.2,52.5,2.953371,4.2755117,Normal,Open Play,From Free Kick,False,179,0.022237556
82.7,48.3,96.3,33.9,-0.8139618,19.80707,Normal,Open Play,Regular Play,False,179,0.070125006
99.8,64.5,109.8,38.7,-1.2010278,27.6702,Normal,Open Play,From Throw In,False,177,0.07960261
116.5,71.3,112.3,43.4,-1.720212,28.214357,Normal,Open Play,From Free Kick,False,177,0.38831905
63.6,31.0,80.5,71.4,1.1746,43.79235,Normal,Open Play,From Corner,False,177,0.012353623
85.5,32.6,93.2,58.9,1.2859805,27.404015,Normal,Open Play,From Throw In,False,177,0.022595372
120.0,0.1,111.9,31.6,1.8224863,32.52476,Inswinging,Corner,From Corner,False,177,0.043134145
87.1,34.2,86.5,32.5,-1.9100889,1.8027756,Normal,Open Play,From Free Kick,False,179,0.015307397
66.4,39.4,65.5,35.3,-1.7868813,4.1976185,Normal,Open Play,From Counter,False,177,0.3827445
88.4,30.9,93.7,62.5,1.4046215,32.041378,Normal,Open Play,Regular Play,False,179,0.01931743
115.2,64.5,110.1,41.9,-1.7927424,23.168297,Normal,Free Kick,From Free Kick,False,177,0.08354544
77.5,64.6,110.2,37.3,-0.69563997,42.59789,Normal,Free Kick,From Free Kick,False,184,0.08148343
91.8,41.6,97.2,57.0,1.2335432,16.319313,Normal,Open Play,Regular Play,False,175,0.0412796
95.5,69.5,108.0,29.7,-1.2664814,41.71678,Normal,Open Play,From Free Kick,False,175,0.11131595
94.8,33.3,91.6,38.0,2.1685548,5.6859474,Normal,Open Play,Regular Play,True,184,0.029192079
84.7,70.2,108.7,53.9,-0.5966066,29.011894,Through Ball,Open Play,From Counter,False,184,0.08297163
67.2,29.7,96.7,25.2,-0.15137544,29.841248,Normal,Open Play,From Counter,False,184,0.06608614
113.7,10.5,118.7,50.0,1.4448837,39.815197,Normal,Open Play,From Throw In,False,184,0.015803855
120.0,80.0,111.3,39.5,-1.7823955,41.423904,Outswinging,Corner,From Corner,False,184,0.06502095
120.0,0.1,106.5,44.2,1.8678606,46.12006,Outswinging,Corner,From Corner,False,175,0.037486307
115.0,7.0,112.2,32.1,1.6818908,25.255692,Normal,Open Play,From Corner,False,184,0.05109438
16.9,35.4,96.5,73.5,0.44641668,88.248344,Normal,Open Play,From Keeper,False,175,0.016095223
99.7,7.9,93.0,20.2,2.0695732,14.006427,Normal,Open Play,Regular Play,False,185,0.01828223
120.0,0.1,113.8,37.9,1.73337,38.30509,Inswinging,Corner,From Corner,False,185,0.11658299
93.7,29.0,97.6,58.1,1.4375696,29.360178,Normal,Open Play,Regular Play,False,173,0.029996071
53.5,38.4,83.7,22.4,-0.48720345,34.1766,Normal,Open Play,Regular Play,False,185,0.13133413
91.8,37.1,102.9,24.1,-0.86407363,17.09415,Normal,Open Play,Regular Play,False,185,0.075698614
113.3,21.3,104.1,30.6,2.350789,13.081667,Normal,Open Play,Regular Play,False,185,0.09956367
52.2,41.2,81.1,27.6,-0.43984258,31.9401,Normal,Open Play,Regular Play,False,185,0.05866095
120.0,80.0,107.1,32.4,-1.8354478,49.317036,Outswinging,Corner,From Corner,False,185,0.023735544
100.6,25.1,104.7,39.1,1.2859055,14.588009,Normal,Open Play,From Free Kick,False,185,0.2422968
100.3,70.9,96.5,66.1,-2.2404354,6.1220913,Normal,Open Play,Regular Play,False,173,0.036014598
108.3,70.3,113.3,34.3,-1.4327903,36.345562,Normal,Open Play,From Corner,False,173,0.062383406
99.1,59.1,113.9,22.9,-1.1826928,39.108566,Normal,Open Play,Regular Play,False,185,0.065858416
98.7,5.5,99.2,56.9,1.561069,51.40243,Normal,Open Play,From Throw In,False,173,0.026969906
89.7,25.6,107.2,56.2,1.0512984,35.250675,Normal,Open Play,Regular Play,False,185,0.060191236
76.6,65.5,108.0,54.7,-0.33127406,33.20542,Normal,Open Play,From Corner,False,186,0.055918053
120.0,80.0,111.3,36.5,-1.7681919,44.36147,Straight,Corner,From Corner,False,186,0.061638605
90.9,63.1,101.9,54.3,-0.67474097,14.086873,Normal,Open Play,Regular Play,True,175,0.077353716
95.9,66.9,94.4,45.7,-1.6414334,21.253,Normal,Open Play,Regular Play,False,186,0.031098206
109.1,44.0,97.8,48.2,2.7857347,12.055289,Normal,Open Play,From Free Kick,False,175,0.03949736
86.3,18.1,78.8,64.1,1.7324177,46.607403,Normal,Open Play,Regular Play,False,186,0.007341109
91.6,50.4,106.3,42.8,-0.4771603,16.548414,Through Ball,Open Play,Regular Play,False,186,0.4241272
96.5,6.8,107.5,36.6,1.2171841,31.76539,Normal,Open Play,Regular Play,False,175,0.23607166
117.0,8.9,108.6,31.1,1.9325255,23.736048,Normal,Open Play,From Free Kick,False,175,0.15349832
101.3,41.0,98.8,41.2,3.0617626,2.5079873,Normal,Open Play,Regular Play,True,175,0.07013651
107.8,4.9,110.1,56.9,1.5265944,52.050842,Normal,Open Play,From Kick Off,False,175,0.013503674
92.4,47.5,93.8,38.7,-1.4130276,8.910667,Normal,Open Play,Regular Play,False,175,0.03674079
96.4,14.6,112.2,37.2,0.9606645,27.575352,Normal,Open Play,From Corner,False,186,0.08334469
93.3,68.0,106.8,46.8,-1.003762,25.133444,Normal,Open Play,From Corner,False,175,0.024773875
65.7,25.2,63.8,35.6,1.7514958,10.572133,Normal,Open Play,Regular Play,False,175,0.010810614
90.1,62.2,113.6,40.7,-0.74098295,31.851217,Normal,Free Kick,From Free Kick,False,181,0.115490794
94.8,55.2,112.5,54.8,-0.022595024,17.70452,Normal,Open Play,From Corner,True,189,0.017271664
120.0,0.1,113.5,40.4,1.7307094,40.820827,Inswinging,Corner,From Corner,False,181,0.17545569
92.5,72.7,97.1,75.9,0.607802,5.6035705,Normal,Recovery,Regular Play,False,189,0.0061615445
102.7,64.3,108.2,46.0,-1.2788383,19.108637,Normal,Open Play,Regular Play,False,181,0.3560571
104.7,48.7,103.2,43.0,-1.82812,5.894065,Normal,Recovery,From Corner,False,181,0.07360812
91.2,48.0,84.5,54.0,2.4112568,8.993887,Normal,Open Play,Regular Play,False,189,0.006732491
110.7,54.5,106.4,51.9,-2.5977602,5.0249376,Normal,Open Play,From Throw In,False,181,0.062265594
100.1,9.0,81.7,24.0,2.4576414,23.739418,Normal,Open Play,From Throw In,True,181,0.0064242883
120.0,80.0,109.8,46.7,-1.8680286,34.827145,Outswinging,Corner,From Corner,False,189,0.03704313
113.8,71.0,96.9,52.8,-2.3191743,24.836466,Normal,Open Play,From Free Kick,False,189,0.028114852
106.9,64.8,98.1,44.4,-1.9780521,22.21711,Normal,Open Play,Regular Play,False,189,0.07501514
97.3,21.8,110.1,44.5,1.0573617,26.060123,Through Ball,Open Play,From Free Kick,False,180,0.51075226
79.7,22.6,85.4,37.9,1.2141762,16.327278,Normal,Open Play,From Free Kick,False,180,0.037601363
54.7,38.2,81.4,62.4,0.7363217,36.035122,Normal,Open Play,From Keeper,False,180,0.09679309
108.4,34.5,96.7,37.6,2.882587,12.103719,Normal,Open Play,From Corner,False,180,0.036866587
86.8,18.8,102.4,37.9,0.88592273,24.661102,Normal,Open Play,From Throw In,False,180,0.059469163
115.2,56.7,110.6,26.5,-1.7219523,30.548323,Normal,Open Play,Regular Play,False,180,0.047396358
96.7,66.5,115.2,30.7,-1.093831,40.29752,Normal,Open Play,Regular Play,False,180,0.047625277
101.7,10.5,108.5,33.5,1.2833331,23.984161,Normal,Open Play,Regular Play,False,180,0.16974229
105.4,68.5,110.6,39.2,-1.3951508,29.757856,Normal,Open Play,Regular Play,False,180,0.08065413
51.1,45.6,66.8,40.5,-0.31408787,16.507574,Normal,Recovery,Regular Play,False,180,0.031123845
70.0,65.1,81.8,46.4,-1.0078826,22.111761,Normal,Open Play,Regular Play,False,180,0.027077911
71.7,44.4,96.8,54.3,0.3756888,26.981846,Normal,Open Play,Regular Play,False,180,0.28224635
120.0,0.1,114.2,44.5,1.7006915,44.777225,Inswinging,Corner,From Corner,False,176,0.10092521
106.1,50.6,111.6,43.5,-0.91170627,8.9810915,Normal,Open Play,Regular Play,False,180,0.14418383
101.7,70.0,104.2,55.8,-1.3965259,14.418391,Normal,Open Play,Regular Play,False,180,0.055055227
112.1,14.6,104.7,38.2,1.874646,24.732973,Normal,Open Play,Regular Play,False,180,0.08735934
86.4,49.1,94.3,30.6,-1.16721,20.116163,Normal,Open Play,Regular Play,True,176,0.16727285
76.3,55.8,97.8,59.9,0.18843523,21.88744,Normal,Recovery,From Goal Kick,False,180,0.013013898
111.5,22.0,108.5,36.1,1.7804362,14.415617,Normal,Open Play,From Kick Off,False,872,0.2315683
71.2,25.4,89.1,51.6,0.9714306,31.7309,Normal,Open Play,Regular Play,False,174,0.31824198
104.0,28.8,102.1,39.5,1.7465346,10.867382,Normal,Open Play,From Free Kick,False,872,0.07000739
120.0,0.1,110.2,43.8,1.7914028,44.785378,Outswinging,Corner,From Corner,False,872,0.04213384
120.0,0.1,114.9,44.4,1.6854159,44.5926,Straight,Corner,From Corner,False,872,0.18593793
83.0,33.7,77.5,49.9,1.8980922,17.108185,Normal,Open Play,From Goal Kick,False,174,0.020439778
68.0,27.9,97.9,19.3,-0.28006566,31.112217,Normal,Open Play,From Free Kick,False,174,0.30309153
76.7,52.9,87.4,25.8,-1.1947514,29.13589,Normal,Open Play,From Goal Kick,True,174,0.045684725
51.6,70.1,107.4,35.9,-0.5498532,65.44677,Normal,Free Kick,From Free Kick,False,872,0.051401418
77.5,26.6,105.9,16.1,-0.35413212,30.27887,Normal,Open Play,From Free Kick,False,174,0.0651809
74.0,19.8,80.0,45.7,1.3431517,26.5859,Normal,Open Play,Regular Play,False,872,0.022082547
110.1,24.3,97.8,30.2,2.6943371,13.641848,Normal,Open Play,From Free Kick,False,872,0.01696999
120.0,80.0,114.6,48.8,-1.7421755,31.66386,Inswinging,Corner,From Corner,False,872,0.06437374
77.5,16.8,108.9,45.1,0.7335185,42.27115,Normal,Open Play,From Free Kick,False,872,0.03309476
77.3,23.9,103.4,23.2,-0.026813496,26.109385,Through Ball,Open Play,From Throw In,False,178,0.033520386
119.4,68.2,115.8,47.4,-1.7421755,21.10924,Normal,Open Play,From Throw In,False,171,0.078228235
113.5,44.6,112.7,42.4,-1.9195673,2.34094,Normal,Recovery,From Throw In,False,171,0.2972802
65.4,35.2,91.7,8.3,-0.79667586,37.620472,Normal,Open Play,Regular Play,True,178,0.009642546
88.1,50.1,104.7,50.5,0.024091724,16.604818,Normal,Open Play,Regular Play,False,178,0.055261057
120.0,80.0,113.5,47.1,-1.7658527,33.53595,Outswinging,Corner,From Corner,False,178,0.05536122
27.2,57.9,34.3,61.1,0.4234394,7.787811,Normal,Open Play,From Counter,False,171,0.041499887
85.0,62.6,110.8,37.2,-0.7775858,36.20497,Normal,Free Kick,From Free Kick,False,178,0.070154816
91.2,57.7,87.8,44.4,-1.8210753,13.727709,Normal,Open Play,Regular Play,True,178,0.030446408
98.9,45.9,106.5,32.8,-1.0450983,15.144966,Normal,Open Play,From Keeper,True,171,0.1828278
101.7,76.6,111.2,28.3,-1.376588,49.2254,Normal,Open Play,Regular Play,False,178,0.07664841
74.9,9.2,108.0,33.9,0.6410798,41.30012,Normal,Free Kick,From Free Kick,False,178,0.032121677
94.3,62.7,100.9,52.5,-0.9964915,12.149074,Normal,Recovery,From Corner,False,178,0.032173198
56.0,47.8,80.9,41.1,-0.2628507,25.785654,Normal,Recovery,From Counter,False,177,0.051552743
104.0,65.2,98.2,55.6,-2.114274,11.21606,Normal,Open Play,From Throw In,True,172,0.02706981
108.3,65.6,115.5,41.7,-1.2781883,24.96097,Normal,Open Play,From Throw In,False,177,0.5242885
49.9,49.4,107.0,72.7,0.3874319,61.670902,Normal,Open Play,From Throw In,False,172,0.006983727
75.2,21.5,87.8,39.5,0.9600704,21.9718,Through Ball,Open Play,From Keeper,False,177,0.5124842
105.1,27.5,99.3,40.6,1.9876032,14.326549,Normal,Open Play,Regular Play,False,177,0.10045834
111.5,14.7,89.5,40.4,2.2787814,33.83031,Normal,Open Play,From Goal Kick,False,172,0.016805837
97.1,20.4,96.4,29.9,1.6443477,9.525755,Normal,Open Play,Regular Play,False,177,0.085613556
92.3,62.3,109.0,46.9,-0.74492186,22.716734,Normal,Free Kick,From Free Kick,False,172,0.051160384
120.0,80.0,111.0,40.1,-1.7926475,40.902447,Outswinging,Corner,From Corner,False,177,0.1780329
103.0,24.4,103.2,38.9,1.5570041,14.501379,Normal,Open Play,Regular Play,False,177,0.13716422
88.4,28.3,104.7,5.6,-0.94805104,27.94602,Normal,Open Play,From Throw In,False,172,0.008293186
116.8,20.1,100.2,46.3,2.1355474,31.016125,Normal,Open Play,From Free Kick,False,177,0.05296816
